Region,Soil_Type,Crop,Rainfall_mm,Temperature_Celsius,Fertilizer_Used,Irrigation_Used,Weather_Condition,Days_to_Harvest,Yield_tons_per_hectare
North,Silt,Soybean,346.5969556,17.14593756,FALSE,TRUE,Cloudy,67,3.001197258
West,Chalky,Maize,331.0427512,36.08976688,TRUE,TRUE,Sunny,65,5.689483808
West,Silt,Soybean,817.2406658,17.58194731,TRUE,FALSE,Sunny,63,5.53887804
East,Silt,Maize,483.6588828,22.68506113,TRUE,FALSE,Cloudy,70,3.914585704
North,Silt,Barley,452.0740818,20.08654158,TRUE,TRUE,Cloudy,149,5.28592989
South,Clay,Maize,898.9463146,34.70013249,FALSE,TRUE,Sunny,141,6.051878879
West,Peaty,Maize,131.3980983,26.17311829,TRUE,FALSE,Sunny,75,2.765317078
North,Sandy,Rice,919.742798,16.12035749,FALSE,FALSE,Cloudy,135,5.049633299
North,Sandy,Barley,212.866056,29.55046358,FALSE,TRUE,Rainy,137,2.442834702
North,Loam,Maize,772.493216,33.57938916,FALSE,FALSE,Sunny,139,4.800463431
East,Chalky,Wheat,720.1386221,21.85481705,TRUE,TRUE,Rainy,85,6.643796643
South,Peaty,Rice,890.9287055,18.83877574,TRUE,TRUE,Cloudy,88,6.378903892
East,Chalky,Rice,659.4833689,17.1445772,TRUE,TRUE,Cloudy,61,7.257527766
West,Silt,Maize,618.2795432,25.06667684,TRUE,FALSE,Sunny,86,5.115157422
East,Chalky,Barley,995.7040498,28.27734813,FALSE,FALSE,Rainy,120,5.957874467
North,Loam,Soybean,869.9600616,26.56441911,TRUE,FALSE,Sunny,141,5.609694537
East,Sandy,Rice,816.918189,18.73580806,FALSE,TRUE,Cloudy,116,5.239635621
North,Chalky,Barley,552.6892131,16.21460709,FALSE,FALSE,Cloudy,117,3.309039697
South,Chalky,Wheat,768.7212073,37.9898836,FALSE,FALSE,Rainy,125,4.740328555
East,Loam,Soybean,190.476952,31.08084312,TRUE,TRUE,Sunny,118,4.151555504
East,Clay,Wheat,956.3947455,37.83635823,FALSE,TRUE,Sunny,117,6.414738466
East,Loam,Wheat,730.736012,29.7976979,TRUE,TRUE,Rainy,64,7.172784651
North,Chalky,Soybean,574.78315,23.3093965,TRUE,FALSE,Cloudy,74,4.524976712
North,Loam,Wheat,392.5752114,39.3749642,TRUE,TRUE,Cloudy,104,4.903100255
East,Peaty,Barley,573.2891573,36.81453906,FALSE,FALSE,Rainy,128,2.839200465
East,Chalky,Barley,357.4422557,22.72272855,FALSE,TRUE,Rainy,95,2.952931949
South,Sandy,Maize,500.1705048,28.6001221,FALSE,FALSE,Rainy,139,3.649032528
South,Clay,Wheat,176.2713539,28.1100685,TRUE,TRUE,Cloudy,88,3.671599451
West,Loam,Barley,735.1987774,28.49146338,FALSE,TRUE,Cloudy,113,6.150902611
South,Loam,Soybean,502.7990816,29.03496451,FALSE,FALSE,Cloudy,131,2.566203952
South,Peaty,Soybean,864.1392715,33.6666204,TRUE,TRUE,Sunny,145,7.055757991
South,Peaty,Rice,608.292306,27.90739792,FALSE,FALSE,Cloudy,75,3.040479219
North,Chalky,Soybean,228.6776121,30.50636272,TRUE,FALSE,Sunny,68,2.727622968
South,Clay,Wheat,129.5737038,25.13128013,TRUE,TRUE,Sunny,149,3.67600293
South,Peaty,Soybean,413.600013,35.76910177,FALSE,TRUE,Sunny,99,4.073011134
East,Loam,Barley,391.8480576,32.64519924,FALSE,FALSE,Sunny,103,2.995771933
North,Chalky,Cotton,561.2373852,35.84053032,TRUE,FALSE,Rainy,148,3.998084242
West,Silt,Barley,902.3771387,16.01552771,FALSE,FALSE,Sunny,112,4.473088331
West,Chalky,Maize,355.7041907,37.95535533,TRUE,FALSE,Rainy,74,4.009667999
South,Clay,Maize,302.9187013,25.32197719,TRUE,FALSE,Rainy,79,4.128523412
West,Peaty,Cotton,602.2459677,22.04103459,TRUE,FALSE,Rainy,103,5.586654391
West,Clay,Soybean,422.6510789,34.63726479,FALSE,TRUE,Sunny,134,4.413013483
West,Clay,Wheat,474.2270424,38.48254136,TRUE,TRUE,Sunny,66,6.394539339
South,Silt,Maize,763.8621912,15.89596499,TRUE,TRUE,Rainy,85,7.712627844
West,Peaty,Rice,639.7596884,28.91240322,FALSE,TRUE,Cloudy,73,4.228969823
South,Peaty,Wheat,460.1641003,24.99374048,FALSE,TRUE,Cloudy,85,4.353694758
East,Chalky,Maize,845.6881486,28.70177534,FALSE,FALSE,Sunny,139,4.75030725
East,Loam,Wheat,489.1559886,29.81287477,FALSE,FALSE,Rainy,127,3.868431577
West,Sandy,Maize,263.4604502,27.27568731,FALSE,FALSE,Cloudy,62,2.357655164
East,Chalky,Soybean,543.5635496,34.08681393,TRUE,TRUE,Cloudy,125,6.42613747
South,Chalky,Maize,955.7983375,36.87048877,TRUE,TRUE,Sunny,139,7.526378404
East,Sandy,Rice,618.3669827,28.85855322,FALSE,TRUE,Sunny,75,5.043538967
West,Chalky,Soybean,207.1020572,23.31925419,FALSE,TRUE,Cloudy,67,2.977213453
South,Chalky,Barley,859.1539367,19.00529958,TRUE,TRUE,Rainy,60,8.056654871
North,Peaty,Cotton,176.650359,16.98640626,FALSE,FALSE,Sunny,79,0.945550397
South,Chalky,Soybean,394.198914,33.22440313,TRUE,FALSE,Cloudy,140,3.497547378
East,Loam,Rice,165.7753812,29.8546177,FALSE,TRUE,Sunny,111,2.565249583
North,Loam,Maize,723.9635399,17.83028667,TRUE,TRUE,Cloudy,145,5.669740724
South,Sandy,Rice,927.7740643,20.21446629,TRUE,FALSE,Cloudy,130,6.727321695
North,Loam,Cotton,931.9986085,17.77173846,FALSE,FALSE,Cloudy,76,4.643046993
North,Sandy,Rice,609.725098,25.38347747,TRUE,FALSE,Cloudy,137,4.981250086
North,Sandy,Wheat,897.6824195,33.52498093,FALSE,TRUE,Rainy,131,6.04252686
South,Peaty,Barley,916.6127396,26.87854193,FALSE,TRUE,Rainy,116,6.048214425
East,Loam,Barley,167.4749417,25.5261479,TRUE,TRUE,Sunny,117,4.248525806
South,Silt,Soybean,772.938398,33.06644964,FALSE,TRUE,Cloudy,77,6.456330028
East,Chalky,Cotton,532.1096911,25.57588003,FALSE,FALSE,Cloudy,98,2.40311845
South,Sandy,Maize,986.8842311,30.84680664,FALSE,FALSE,Sunny,136,5.311832324
South,Silt,Wheat,603.3328025,32.61299089,FALSE,FALSE,Cloudy,96,2.839903998
South,Chalky,Soybean,753.5090635,33.12713628,TRUE,FALSE,Rainy,108,5.294881797
East,Loam,Maize,233.0211499,36.18329678,TRUE,TRUE,Sunny,73,3.625654378
South,Clay,Cotton,152.6136357,17.08349094,TRUE,FALSE,Sunny,116,3.211702707
North,Sandy,Cotton,849.3224774,36.13412654,FALSE,TRUE,Rainy,125,5.701810706
South,Sandy,Soybean,677.49582,18.09816114,FALSE,TRUE,Rainy,116,5.599508325
North,Silt,Rice,133.6360037,26.95332999,TRUE,TRUE,Cloudy,131,4.74837038
West,Peaty,Soybean,557.5813365,27.06102432,FALSE,FALSE,Sunny,110,3.995116027
West,Sandy,Cotton,571.0280946,32.76966602,FALSE,FALSE,Cloudy,121,4.872434922
East,Clay,Rice,840.5072972,24.5169075,FALSE,TRUE,Rainy,119,6.020951367
East,Peaty,Cotton,779.7386215,31.03829014,TRUE,FALSE,Rainy,71,6.30947985
West,Sandy,Maize,167.5721088,34.38896472,TRUE,TRUE,Sunny,68,3.763344809
South,Chalky,Wheat,666.7908177,24.34171507,TRUE,TRUE,Sunny,142,5.858656277
South,Loam,Soybean,601.6322127,33.90043048,TRUE,FALSE,Cloudy,116,6.185432233
South,Silt,Wheat,895.832137,24.02850738,FALSE,FALSE,Sunny,72,4.837326233
West,Clay,Wheat,482.8132644,27.79960265,TRUE,FALSE,Cloudy,91,4.296875969
North,Chalky,Barley,470.8470097,21.61724195,TRUE,TRUE,Rainy,74,5.824374765
East,Chalky,Rice,352.3888505,28.35499479,TRUE,TRUE,Sunny,120,4.133461094
North,Chalky,Wheat,961.2041029,19.83237657,FALSE,FALSE,Cloudy,120,5.4016379
West,Silt,Rice,285.2861345,28.7410335,TRUE,TRUE,Cloudy,147,4.984593011
North,Peaty,Wheat,628.2687329,15.73793166,TRUE,TRUE,Rainy,145,6.510681585
South,Silt,Maize,534.3608639,27.82250186,FALSE,FALSE,Sunny,79,2.857593441
South,Sandy,Soybean,747.1643096,23.49607516,FALSE,TRUE,Sunny,124,5.163785686
North,Silt,Soybean,860.2167032,23.97120363,FALSE,TRUE,Cloudy,95,5.43573859
West,Peaty,Rice,694.6314049,34.05419538,TRUE,TRUE,Sunny,100,7.768198461
North,Loam,Barley,187.6370924,30.88797502,FALSE,TRUE,Cloudy,102,2.901701903
South,Chalky,Wheat,228.9398158,39.38352035,FALSE,TRUE,Rainy,146,3.032013212
South,Clay,Rice,849.4939164,36.2821627,TRUE,TRUE,Rainy,114,8.00646304
West,Sandy,Barley,430.2689106,30.43011453,FALSE,TRUE,Rainy,68,2.833720273
North,Clay,Rice,651.0351187,32.88872537,TRUE,TRUE,Cloudy,106,5.820643379
South,Clay,Rice,882.5849927,23.09710398,TRUE,FALSE,Cloudy,92,6.411172022
South,Peaty,Barley,729.3295593,37.90350186,FALSE,FALSE,Cloudy,71,4.070769022
North,Silt,Soybean,207.9181433,19.42070655,FALSE,TRUE,Sunny,78,1.905870717
North,Chalky,Rice,381.7202872,32.16062566,FALSE,FALSE,Cloudy,61,2.188689628
East,Clay,Rice,555.8749337,33.42811788,TRUE,TRUE,Cloudy,111,5.562321712
West,Loam,Cotton,723.5172874,19.38609648,TRUE,TRUE,Cloudy,90,6.581196618
West,Loam,Rice,587.3190176,22.35855029,TRUE,TRUE,Rainy,143,5.824169587
North,Loam,Soybean,577.3507884,22.23646021,TRUE,TRUE,Rainy,83,5.035255908
West,Chalky,Wheat,733.3709813,19.86040238,TRUE,FALSE,Rainy,106,6.583167546
South,Loam,Barley,600.1597533,37.51700657,FALSE,TRUE,Sunny,73,4.28983788
North,Silt,Wheat,806.4157723,29.62008652,FALSE,FALSE,Cloudy,128,4.647470433
North,Peaty,Soybean,134.8423359,19.27721082,TRUE,FALSE,Sunny,100,2.931516203
North,Sandy,Cotton,757.0169055,26.4409559,TRUE,FALSE,Cloudy,145,6.114680082
East,Chalky,Rice,474.4429164,34.85410041,TRUE,TRUE,Cloudy,111,5.911036816
West,Silt,Soybean,653.181729,21.17578146,FALSE,FALSE,Rainy,123,4.398858994
East,Clay,Rice,944.0027466,20.19819665,FALSE,TRUE,Cloudy,123,6.372702306
South,Silt,Barley,974.4100776,36.25655547,TRUE,FALSE,Rainy,102,8.008242835
West,Loam,Barley,696.1257325,27.58443318,FALSE,FALSE,Rainy,98,4.48856727
East,Loam,Rice,528.1337999,17.52161567,TRUE,FALSE,Cloudy,92,4.297309337
North,Loam,Cotton,560.8647052,31.36326803,FALSE,TRUE,Sunny,98,4.098937606
East,Loam,Maize,329.9691487,26.17956133,FALSE,TRUE,Cloudy,87,3.990006545
North,Clay,Soybean,270.0218082,32.34230346,FALSE,TRUE,Cloudy,139,2.680911068
East,Sandy,Maize,293.2969968,39.27722481,FALSE,FALSE,Rainy,147,1.932384512
East,Chalky,Maize,199.5239658,35.54574738,TRUE,TRUE,Sunny,68,4.083200714
East,Silt,Barley,310.5868795,16.40783749,TRUE,TRUE,Cloudy,90,4.234281043
North,Peaty,Soybean,308.5605123,16.09987241,TRUE,TRUE,Sunny,110,3.785584436
East,Silt,Wheat,199.9955073,24.70306138,TRUE,FALSE,Rainy,91,2.817050301
West,Peaty,Soybean,637.587338,24.03472962,FALSE,FALSE,Cloudy,124,4.341513138
West,Loam,Rice,828.8402889,23.5680943,TRUE,TRUE,Rainy,91,7.738621456
West,Peaty,Wheat,115.3172793,27.5249167,TRUE,FALSE,Cloudy,114,3.25507154
North,Chalky,Soybean,138.122252,20.28716922,TRUE,TRUE,Rainy,76,4.333409919
North,Sandy,Rice,151.1277823,28.04813678,TRUE,FALSE,Sunny,68,3.10614505
West,Chalky,Rice,903.0585518,22.24172193,FALSE,FALSE,Cloudy,145,5.413767518
West,Sandy,Cotton,215.4339344,27.04327775,FALSE,TRUE,Rainy,64,3.594961631
West,Loam,Barley,438.4387319,37.72930409,FALSE,FALSE,Sunny,90,3.207022102
South,Sandy,Cotton,161.9467164,20.54245041,FALSE,FALSE,Rainy,92,1.68410923
West,Peaty,Wheat,521.7150005,15.24448046,TRUE,TRUE,Sunny,88,5.754666172
East,Sandy,Barley,625.8626344,34.18615277,FALSE,FALSE,Sunny,94,4.465921233
South,Chalky,Soybean,677.5514002,39.017354,TRUE,FALSE,Sunny,83,5.842292727
South,Chalky,Rice,383.393513,39.8963693,FALSE,TRUE,Rainy,77,3.969629727
North,Silt,Soybean,824.1768474,36.5327694,FALSE,TRUE,Rainy,90,6.400235188
East,Sandy,Rice,516.3587548,25.86419599,FALSE,FALSE,Rainy,107,2.630133361
North,Peaty,Wheat,344.4574671,23.99554058,TRUE,TRUE,Rainy,117,5.686501427
North,Clay,Wheat,103.1934943,17.68141466,FALSE,FALSE,Sunny,114,0.929628101
East,Peaty,Maize,743.9459387,20.32861907,FALSE,TRUE,Rainy,98,5.550415307
North,Sandy,Soybean,219.9914928,32.22947117,TRUE,FALSE,Cloudy,131,2.993964457
East,Chalky,Wheat,540.0927344,15.47398453,TRUE,FALSE,Sunny,141,4.335040409
East,Sandy,Wheat,837.0338347,22.2864411,TRUE,FALSE,Cloudy,149,6.377732895
North,Sandy,Rice,491.3423536,20.37590376,TRUE,TRUE,Sunny,128,5.151769018
West,Loam,Rice,352.6668169,31.09425976,TRUE,FALSE,Sunny,89,3.309818912
North,Silt,Maize,662.1745699,15.85097128,TRUE,TRUE,Cloudy,96,6.223702798
South,Sandy,Cotton,230.8414996,16.76458046,TRUE,FALSE,Rainy,86,1.906741569
North,Clay,Rice,630.1929356,22.72344338,TRUE,TRUE,Sunny,112,6.853728542
East,Peaty,Wheat,521.3577846,25.27133585,TRUE,FALSE,Cloudy,82,4.611665246
South,Loam,Maize,234.5484356,20.81190976,FALSE,FALSE,Cloudy,98,1.98127403
East,Sandy,Cotton,947.2765777,26.69387984,FALSE,TRUE,Sunny,137,6.283653562
West,Clay,Wheat,285.1379985,32.06524333,TRUE,FALSE,Sunny,102,3.297536529
West,Chalky,Rice,899.8419118,29.87746952,FALSE,TRUE,Rainy,145,6.501854403
South,Chalky,Soybean,282.8468581,31.21204082,TRUE,TRUE,Sunny,70,4.651725057
West,Clay,Rice,694.6022273,36.4754451,FALSE,TRUE,Sunny,94,4.974821616
West,Loam,Soybean,489.9915842,29.07957066,FALSE,TRUE,Cloudy,143,4.816461508
North,Loam,Barley,526.7182334,16.8005076,TRUE,FALSE,Cloudy,78,5.130457101
North,Clay,Rice,191.6108133,34.23115329,TRUE,TRUE,Cloudy,94,3.741040193
West,Peaty,Soybean,420.1072542,22.93497662,TRUE,FALSE,Cloudy,101,3.871118837
West,Clay,Barley,568.1884889,19.28641106,TRUE,TRUE,Sunny,112,6.153289446
North,Peaty,Cotton,998.8746733,37.0430254,FALSE,TRUE,Sunny,138,6.726275812
West,Peaty,Soybean,506.4335193,27.86543448,TRUE,FALSE,Sunny,78,4.588272081
West,Sandy,Barley,634.0500063,34.66894859,TRUE,TRUE,Sunny,108,6.217875541
East,Clay,Cotton,509.8264416,21.43382046,TRUE,FALSE,Rainy,74,4.575068614
West,Peaty,Rice,742.9138299,27.21745313,FALSE,TRUE,Sunny,66,6.320785065
South,Loam,Maize,401.2998755,27.47590233,TRUE,FALSE,Rainy,72,3.844239528
East,Sandy,Cotton,763.1805195,22.54999912,FALSE,FALSE,Cloudy,63,4.176113485
South,Clay,Soybean,420.6287512,33.55919784,TRUE,FALSE,Rainy,139,4.051460457
West,Silt,Soybean,266.2899501,31.90394471,FALSE,FALSE,Cloudy,129,2.04188386
North,Peaty,Rice,954.5867048,29.01690547,TRUE,TRUE,Rainy,131,7.778653306
East,Loam,Cotton,146.2342343,37.18084004,TRUE,FALSE,Sunny,137,3.192584318
North,Silt,Wheat,844.3195752,27.71794955,FALSE,TRUE,Rainy,75,6.276920981
East,Loam,Cotton,479.7646549,25.59703977,TRUE,TRUE,Sunny,136,5.289770576
North,Sandy,Soybean,876.1372702,26.58731601,FALSE,TRUE,Sunny,136,5.956761662
East,Peaty,Rice,342.586051,18.24390577,TRUE,FALSE,Rainy,85,2.989481923
East,Loam,Maize,828.1061581,34.36287846,TRUE,FALSE,Cloudy,148,5.926958001
South,Clay,Rice,526.8135246,29.63411842,TRUE,FALSE,Cloudy,116,3.844245159
North,Sandy,Rice,260.0540078,20.17652795,TRUE,FALSE,Rainy,83,3.143914457
South,Clay,Cotton,958.0757756,29.61051737,TRUE,FALSE,Sunny,118,7.762640931
South,Clay,Rice,529.0287652,35.73367393,TRUE,FALSE,Sunny,128,4.954182068
North,Peaty,Cotton,441.436317,36.54843584,FALSE,FALSE,Sunny,103,3.001519363
East,Loam,Rice,954.5093704,32.25215115,FALSE,FALSE,Rainy,141,5.126464194
South,Clay,Cotton,911.7451517,38.51065005,TRUE,TRUE,Sunny,90,7.901004378
North,Loam,Rice,113.9429064,22.33473862,FALSE,TRUE,Sunny,126,2.093031118
East,Peaty,Wheat,642.7271578,37.89938965,TRUE,TRUE,Cloudy,83,5.875859864
South,Silt,Soybean,291.0101741,39.90360352,TRUE,TRUE,Sunny,141,4.44139327
South,Clay,Maize,359.8717416,20.82921717,FALSE,FALSE,Sunny,123,2.201537472
South,Clay,Maize,757.6105836,21.42797839,TRUE,TRUE,Sunny,63,7.177730238
East,Clay,Barley,140.2480932,26.07812213,TRUE,TRUE,Rainy,132,4.765601344
South,Silt,Barley,543.203928,38.37647787,TRUE,FALSE,Cloudy,93,5.525723139
East,Clay,Cotton,105.64989,20.54056357,FALSE,TRUE,Cloudy,66,1.695009137
West,Clay,Maize,442.0870387,19.64741899,FALSE,FALSE,Rainy,60,4.229670808
South,Silt,Cotton,828.7956279,30.78563194,FALSE,TRUE,Cloudy,113,5.665527478
West,Chalky,Wheat,914.4663406,29.62867466,FALSE,TRUE,Cloudy,108,6.576281968
North,Sandy,Maize,517.4965936,28.73393472,FALSE,FALSE,Cloudy,94,3.313269999
South,Chalky,Barley,676.9519825,25.60367592,TRUE,TRUE,Sunny,88,6.435884782
North,Chalky,Cotton,695.2239053,31.55844911,FALSE,FALSE,Rainy,90,3.494573882
North,Silt,Soybean,737.8149313,34.31048589,TRUE,FALSE,Cloudy,111,6.972117601
North,Clay,Barley,749.2225202,32.4456103,TRUE,TRUE,Sunny,106,7.432923062
West,Loam,Soybean,472.696505,34.81858794,TRUE,TRUE,Rainy,119,5.148177513
East,Chalky,Rice,527.7361677,35.64537546,TRUE,FALSE,Sunny,77,5.358483761
West,Chalky,Maize,298.0358453,31.74047541,TRUE,FALSE,Cloudy,78,3.99922133
West,Clay,Maize,675.1737911,21.05203821,FALSE,TRUE,Cloudy,110,4.909571991
North,Clay,Soybean,100.4252037,20.55019786,TRUE,FALSE,Sunny,137,2.296054609
South,Loam,Cotton,763.0045876,38.43851779,TRUE,TRUE,Sunny,120,7.208295681
East,Silt,Wheat,448.9222492,37.6024938,TRUE,FALSE,Rainy,142,4.445442268
North,Peaty,Barley,399.7155158,21.86492718,FALSE,FALSE,Cloudy,143,2.307493912
East,Silt,Maize,258.4011557,27.31752091,TRUE,FALSE,Sunny,140,3.531102403
West,Loam,Rice,447.3794906,19.18883746,FALSE,TRUE,Rainy,147,2.999702854
East,Chalky,Maize,759.6405717,15.45689495,TRUE,TRUE,Sunny,145,7.246773678
East,Peaty,Barley,575.2809611,16.25660432,FALSE,FALSE,Rainy,101,3.187891775
South,Sandy,Rice,717.6983218,28.36315483,FALSE,TRUE,Rainy,79,5.10408532
North,Peaty,Wheat,258.205063,17.15999342,FALSE,TRUE,Rainy,125,2.32947447
East,Sandy,Soybean,173.1145701,36.61761272,FALSE,FALSE,Cloudy,107,1.366270539
East,Peaty,Wheat,799.9360168,36.42067305,FALSE,TRUE,Cloudy,109,5.828261259
West,Sandy,Maize,895.6464304,34.88193227,FALSE,FALSE,Cloudy,107,4.83075681
West,Sandy,Barley,195.4983948,24.39888387,FALSE,TRUE,Rainy,64,3.343218349
East,Silt,Soybean,627.7666091,39.76729069,FALSE,TRUE,Sunny,89,5.74799993
North,Chalky,Wheat,948.9175798,17.95885612,FALSE,FALSE,Cloudy,76,5.077232914
East,Peaty,Maize,832.0932285,32.19088821,TRUE,FALSE,Sunny,144,6.658003025
East,Chalky,Wheat,784.5064638,37.84891973,FALSE,FALSE,Sunny,74,5.020066486
South,Clay,Rice,450.1019844,34.50849395,FALSE,FALSE,Sunny,144,2.470610973
North,Chalky,Cotton,596.759776,36.69227132,FALSE,FALSE,Rainy,132,3.305911976
South,Chalky,Wheat,262.833773,28.41047519,TRUE,TRUE,Sunny,135,4.341424129
North,Chalky,Cotton,870.5761936,36.67902058,FALSE,TRUE,Sunny,65,6.162296103
North,Peaty,Cotton,768.1510223,19.21689542,TRUE,TRUE,Rainy,72,6.575847181
North,Chalky,Soybean,824.8037449,19.48641404,FALSE,FALSE,Rainy,97,4.239017163
South,Silt,Maize,748.4869659,38.49364613,FALSE,FALSE,Cloudy,119,4.400907619
South,Clay,Rice,309.6391129,30.76917447,TRUE,TRUE,Sunny,128,5.761183833
South,Sandy,Barley,251.0268917,35.19249197,FALSE,FALSE,Cloudy,78,2.006762719
West,Silt,Wheat,703.6348741,23.27089651,TRUE,FALSE,Rainy,65,6.402318083
South,Peaty,Wheat,114.7017316,39.6306397,FALSE,TRUE,Sunny,97,1.9886284
West,Sandy,Barley,369.3514873,33.08518214,TRUE,TRUE,Cloudy,105,4.641832178
West,Clay,Barley,896.1527131,21.68015794,TRUE,TRUE,Sunny,135,7.467688998
West,Chalky,Barley,956.9787014,28.36045794,FALSE,FALSE,Cloudy,125,5.305627992
East,Loam,Cotton,444.1459994,19.61635827,FALSE,FALSE,Cloudy,119,1.454027539
East,Peaty,Wheat,170.3513429,22.77849583,FALSE,FALSE,Sunny,112,1.431450889
East,Peaty,Rice,971.3615467,20.66963748,TRUE,FALSE,Cloudy,70,6.638124366
West,Sandy,Cotton,950.5533524,25.15257382,FALSE,TRUE,Cloudy,100,6.038523058
West,Sandy,Maize,296.3891879,33.4864197,FALSE,FALSE,Rainy,60,1.764872317
North,Clay,Cotton,364.1516859,27.27772876,TRUE,FALSE,Cloudy,69,4.041329957
West,Peaty,Maize,187.6552742,39.91907967,FALSE,FALSE,Sunny,61,1.615265487
East,Peaty,Cotton,262.1809719,37.01814575,FALSE,FALSE,Rainy,86,1.891294315
West,Loam,Barley,425.4617914,33.20046396,TRUE,FALSE,Sunny,87,5.419701673
West,Silt,Soybean,793.770787,23.02795716,FALSE,FALSE,Rainy,114,4.772214285
North,Sandy,Soybean,485.9214387,19.2343144,TRUE,FALSE,Sunny,131,4.313099585
West,Silt,Cotton,990.1098481,22.14888329,FALSE,FALSE,Cloudy,117,6.219087387
South,Chalky,Maize,400.3374587,33.97714861,FALSE,TRUE,Cloudy,138,3.907986733
North,Chalky,Soybean,548.0697417,28.46842758,TRUE,FALSE,Cloudy,116,4.722098201
West,Loam,Cotton,456.4145059,18.35036394,TRUE,FALSE,Rainy,101,4.742888491
West,Loam,Cotton,507.0539001,32.54316181,TRUE,FALSE,Rainy,124,4.165901317
North,Chalky,Maize,486.6322043,38.04540341,FALSE,TRUE,Sunny,86,4.514841618
West,Chalky,Maize,775.1714011,28.50134512,FALSE,FALSE,Cloudy,60,5.142136361
East,Clay,Barley,644.6119342,39.50407845,FALSE,FALSE,Sunny,114,4.172257631
South,Silt,Maize,414.917733,35.5159733,FALSE,FALSE,Rainy,109,3.381763485
South,Sandy,Barley,236.1833533,31.27803539,FALSE,FALSE,Rainy,102,2.064589166
East,Sandy,Soybean,634.0822677,19.89876206,FALSE,FALSE,Sunny,99,3.13900266
West,Loam,Rice,949.6973732,31.51214643,TRUE,TRUE,Rainy,135,7.915578612
West,Sandy,Wheat,531.9011234,38.90554213,TRUE,TRUE,Rainy,80,5.207464686
South,Silt,Rice,248.1330517,27.74366249,FALSE,FALSE,Rainy,62,2.374102906
West,Silt,Soybean,205.1878742,33.82776167,TRUE,FALSE,Sunny,99,2.797035689
South,Silt,Rice,432.2116611,15.63401305,TRUE,FALSE,Sunny,117,3.523656019
South,Chalky,Wheat,458.2368825,21.32122891,TRUE,TRUE,Sunny,72,6.051433709
East,Sandy,Wheat,655.1137602,29.85631269,TRUE,TRUE,Rainy,60,6.643749067
South,Sandy,Wheat,822.6751407,39.21674781,FALSE,FALSE,Sunny,91,4.461458187
West,Peaty,Rice,615.7675444,37.88078677,FALSE,TRUE,Rainy,97,4.803347934
West,Loam,Barley,116.705815,25.73832572,TRUE,TRUE,Rainy,129,3.081062455
North,Silt,Soybean,806.0148525,31.45015887,FALSE,TRUE,Sunny,133,5.391812179
West,Chalky,Maize,899.2609169,22.72727748,TRUE,TRUE,Rainy,91,7.763266716
North,Clay,Maize,997.2627158,17.14151639,FALSE,TRUE,Cloudy,109,6.10211521
South,Peaty,Cotton,944.1367122,22.58112487,TRUE,FALSE,Cloudy,133,6.519943454
West,Loam,Cotton,129.6067137,36.69092248,TRUE,FALSE,Sunny,135,3.116871942
East,Clay,Maize,148.6060824,28.60359917,TRUE,TRUE,Rainy,89,3.811887342
East,Silt,Soybean,311.2892732,32.50118892,TRUE,TRUE,Sunny,102,4.807967393
East,Peaty,Barley,906.9442836,23.74066898,TRUE,FALSE,Cloudy,113,6.597558627
South,Sandy,Wheat,919.1662698,35.77900464,TRUE,FALSE,Sunny,60,6.574882379
South,Sandy,Wheat,143.3913601,21.07471947,FALSE,TRUE,Rainy,140,2.097951082
North,Loam,Maize,730.2707752,19.37169502,FALSE,FALSE,Sunny,127,3.868874725
East,Clay,Cotton,660.3259668,28.45318789,TRUE,FALSE,Sunny,114,4.74967602
North,Chalky,Barley,349.6344368,32.40260597,FALSE,TRUE,Rainy,81,2.939050143
North,Clay,Maize,976.1496179,29.31976765,TRUE,FALSE,Cloudy,74,7.167501353
West,Clay,Soybean,696.3129943,24.21099685,FALSE,TRUE,Cloudy,113,5.925886605
West,Peaty,Maize,610.4801396,24.19215669,TRUE,FALSE,Sunny,103,4.588159185
East,Loam,Soybean,881.1908824,29.15935455,TRUE,TRUE,Rainy,82,7.96928441
South,Chalky,Cotton,376.7705518,35.45345733,FALSE,FALSE,Rainy,96,1.801440399
West,Clay,Rice,345.7546889,20.61548292,TRUE,TRUE,Sunny,73,5.414221171
South,Clay,Barley,913.6722071,22.58666325,TRUE,TRUE,Rainy,130,7.518159386
North,Chalky,Wheat,327.7889293,31.2310266,FALSE,TRUE,Rainy,71,4.150599718
North,Silt,Cotton,147.4484778,21.84483168,FALSE,TRUE,Rainy,132,1.946719541
North,Peaty,Maize,430.6495311,15.75729865,TRUE,TRUE,Sunny,74,4.927997996
North,Silt,Soybean,190.5385536,25.75129259,FALSE,TRUE,Sunny,102,2.503794582
East,Clay,Rice,750.190738,37.49046066,TRUE,FALSE,Cloudy,133,6.299483144
North,Clay,Cotton,415.7737064,30.32991855,FALSE,TRUE,Rainy,111,3.487344358
West,Peaty,Cotton,912.8743555,29.52050767,TRUE,FALSE,Cloudy,136,6.964654272
North,Silt,Wheat,781.321378,20.8036367,TRUE,TRUE,Sunny,65,7.508467082
South,Chalky,Cotton,182.7233809,24.36601197,TRUE,FALSE,Cloudy,114,2.265662714
West,Chalky,Rice,317.9617289,37.27323804,FALSE,FALSE,Cloudy,75,2.582309346
South,Peaty,Barley,717.0493678,24.92483437,FALSE,TRUE,Sunny,127,5.894893243
